Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
49772,80,6,96234,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31.17401334,48117.0,11125.6181,55984.0,40250.0,55984.0,55984.0,0.0,55984.0,55984.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,20.78267556,10.39133778,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49788,80,6,107330,2,5,256.0,348.0,256,0,128.0,181.019336,348,0,69.6,155.6303312,5627.50396,65.21941675,17888.33333,42541.32252,104702.0,11.0,30.0,30.0,0.0,30.0,30.0,107330.0,26832.5,51926.38708,104702.0,11.0,0,0,64,176,18.63411907,46.58529768,0,348,75.5,141.9446572,20148.28571,0,1,0,0,0,0,2,86.28571429,128.0,69.6,2,256,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49770,80,6,100296,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.91146207,50148.0,9182.48866,56641.0,43655.0,56641.0,56641.0,0.0,56641.0,56641.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.94097471,9.970487357,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49790,80,6,106466,2,5,255.0,348.0,255,0,127.5,180.3122292,348,0,69.6,155.6303312,5663.779986,65.74868972,17744.33333,42009.93244,103466.0,11.0,27.0,27.0,0.0,27.0,27.0,106466.0,26616.5,51250.38257,103466.0,17.0,0,0,64,176,18.78533992,46.9633498,0,348,75.375,141.7633214,20096.83929,0,1,0,0,0,0,2,86.14285714,127.5,69.6,2,255,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49776,80,6,99777,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30.06704952,49888.5,11397.85421,57948.0,41829.0,57948.0,57948.0,0.0,57948.0,57948.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,20.04469968,10.02234984,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49792,80,6,103991,2,5,255.0,348.0,255,0,127.5,180.3122292,348,0,69.6,155.6303312,5798.578723,67.31351752,17331.83333,41381.47766,101788.0,14.0,116.0,116.0,0.0,116.0,116.0,103991.0,25997.75,50535.32261,101788.0,14.0,0,0,64,176,19.23243358,48.08108394,0,348,75.375,141.7633214,20096.83929,0,1,0,0,0,0,2,86.14285714,127.5,69.6,2,255,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49778,80,6,100753,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.77578831,50376.5,11062.68559,58199.0,42554.0,58199.0,58199.0,0.0,58199.0,58199.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.85052554,9.925262771,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49794,80,6,104189,2,5,256.0,348.0,256,0,128.0,181.019336,348,0,69.6,155.6303312,5797.15709,67.18559541,17364.83333,41225.14587,101502.0,9.0,639.0,639.0,0.0,639.0,639.0,104189.0,26047.25,50317.24436,101502.0,9.0,0,0,64,176,19.1958844,47.98971101,0,348,75.5,141.9446572,20148.28571,0,1,0,0,0,0,2,86.28571429,128.0,69.6,2,256,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49780,80,6,100665,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.80181791,50332.5,8203.145769,56133.0,44532.0,56133.0,56133.0,0.0,56133.0,56133.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.86787861,9.933939304,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49796,80,6,104533,2,5,257.0,348.0,257,0,128.5,181.7264428,348,0,69.6,155.6303312,5787.646007,66.96449925,17422.16667,41696.44298,102526.0,10.0,334.0,334.0,0.0,334.0,334.0,104533.0,26133.25,50936.105,102526.0,10.0,0,0,64,176,19.13271407,47.83178518,0,348,75.625,142.1266412,20199.98214,0,1,0,0,0,0,2,86.42857143,128.5,69.6,2,257,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49782,80,6,101050,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.68827313,50525.0,13070.16174,59767.0,41283.0,59767.0,59767.0,0.0,59767.0,59767.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.79218209,9.896091044,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49798,80,6,106370,2,5,259.0,348.0,259,0,129.5,183.1406563,348,0,69.6,155.6303312,5706.496193,65.80802858,17728.33333,42460.42132,104390.0,14.0,90.0,90.0,0.0,90.0,90.0,106370.0,26592.5,51871.35442,104390.0,41.0,0,0,64,176,18.80229388,47.0057347,0,348,75.875,142.4925437,20304.125,0,1,0,0,0,0,2,86.71428571,129.5,69.6,2,259,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49784,80,6,101634,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.51768109,50817.0,7827.672068,56352.0,45282.0,56352.0,56352.0,0.0,56352.0,56352.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.67845406,9.83922703,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49800,80,6,108161,2,5,261.0,348.0,261,0,130.5,184.5548699,348,0,69.6,155.6303312,5630.49528,64.71833655,18026.83333,43385.62995,106583.0,13.0,115.0,115.0,0.0,115.0,115.0,108161.0,27040.25,53031.32155,106583.0,13.0,0,0,64,176,18.4909533,46.22738325,0,348,76.125,142.8610089,20409.26786,0,1,0,0,0,0,2,87.0,130.5,69.6,2,261,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49786,80,6,103860,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28.88503755,51930.0,10121.52647,59087.0,44773.0,59087.0,59087.0,0.0,59087.0,59087.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.2566917,9.62834585,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49802,80,6,109892,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,19628.36239,63.69890438,18315.33333,44242.87783,108621.0,10.0,61.0,61.0,0.0,61.0,61.0,109892.0,27473.0,54101.67183,108621.0,10.0,0,0,64,176,18.19968697,45.49921741,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49788,80,6,101472,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.56480605,50736.0,8192.539167,56529.0,44943.0,56529.0,56529.0,0.0,56529.0,56529.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.7098707,9.854935352,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49804,80,6,107834,2,5,261.0,348.0,261,0,130.5,184.5548699,348,0,69.6,155.6303312,5647.569412,64.91459095,17972.33333,42464.00127,104638.0,11.0,88.0,88.0,0.0,88.0,88.0,107834.0,26958.5,51792.19862,104638.0,11.0,0,0,64,176,18.54702598,46.36756496,0,348,76.125,142.8610089,20409.26786,0,1,0,0,0,0,2,87.0,130.5,69.6,2,261,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49790,80,6,102098,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.38353347,51049.0,8219.409225,56861.0,45237.0,56861.0,56861.0,0.0,56861.0,56861.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.58902231,9.794511156,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49806,80,6,108445,2,5,261.0,348.0,261,0,130.5,184.5548699,348,0,69.6,155.6303312,5615.749919,64.54884965,18074.16667,43482.77487,106826.0,11.0,68.0,68.0,0.0,68.0,68.0,108445.0,27111.25,53147.45826,106826.0,12.0,0,0,64,176,18.44252847,46.10632118,0,348,76.125,142.8610089,20409.26786,0,1,0,0,0,0,2,87.0,130.5,69.6,2,261,5,348,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49792,80,6,102282,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.33067402,51141.0,6590.235201,55801.0,46481.0,55801.0,55801.0,0.0,55801.0,55801.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.55378268,9.77689134,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49808,80,6,106394,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20273.69964,65.79318383,17732.33333,42177.1916,103813.0,9.0,514.0,514.0,0.0,514.0,514.0,106394.0,26598.5,51489.08333,103813.0,9.0,0,0,64,176,18.79805252,46.9951313,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49794,80,6,101239,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.632849,50619.5,11018.84497,58411.0,42828.0,58411.0,58411.0,0.0,58411.0,58411.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.75523267,9.877616334,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49810,80,6,105937,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20361.15805,66.07700803,17656.16667,42162.01669,103705.0,10.0,94.0,94.0,0.0,94.0,94.0,105937.0,26484.25,51489.05447,103705.0,14.0,0,0,64,176,18.87914515,47.19786288,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49796,80,6,101626,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.52000472,50813.0,9271.584115,57369.0,44257.0,57369.0,57369.0,0.0,57369.0,57369.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.68000315,9.840001574,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49812,80,6,106499,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20253.7113,65.7283167,17749.83333,42577.0769,104649.0,7.0,26.0,26.0,0.0,26.0,26.0,106499.0,26624.75,52022.39401,104649.0,7.0,0,0,64,176,18.77951906,46.94879764,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49798,80,6,101452,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.57063439,50726.0,12638.82661,59663.0,41789.0,59663.0,59663.0,0.0,59663.0,59663.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.71375626,9.85687813,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49814,80,6,106512,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20251.2393,65.72029443,17752.0,42319.36386,104117.0,10.0,27.0,27.0,0.0,27.0,27.0,106512.0,26628.0,51670.13866,104117.0,13.0,0,0,64,176,18.77722698,46.94306745,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49800,80,6,100868,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.74184082,50434.0,5760.09184,54507.0,46361.0,54507.0,54507.0,0.0,54507.0,54507.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.82789388,9.913946941,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49816,80,6,107012,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20156.61795,65.41322469,17835.33333,41966.41425,103455.0,15.0,23.0,23.0,0.0,23.0,23.0,107012.0,26753.0,51159.42799,103455.0,23.0,0,0,64,176,18.68949277,46.72373192,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49802,80,6,100523,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.84391632,50261.5,10816.61243,57910.0,42613.0,57910.0,57910.0,0.0,57910.0,57910.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.89594421,9.947972106,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49818,80,6,108926,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,19802.43468,64.26381213,18154.33333,43314.7708,106553.0,10.0,78.0,78.0,0.0,78.0,78.0,108926.0,27231.5,52891.41994,106553.0,10.0,0,0,64,176,18.36108918,45.90272295,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49804,80,6,101758,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.48171151,50879.0,14064.35388,60824.0,40934.0,60824.0,60824.0,0.0,60824.0,60824.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.65447434,9.827237171,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49820,80,6,111952,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,19267.18594,62.5267972,18658.66667,42826.22011,105975.0,16.0,31.0,31.0,0.0,31.0,31.0,111952.0,27988.0,52046.41719,105975.0,16.0,0,0,64,176,17.8647992,44.661998,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49806,80,6,99700,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30.09027081,49850.0,13477.45525,59380.0,40320.0,59380.0,59380.0,0.0,59380.0,59380.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,20.06018054,10.03009027,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49822,80,6,103149,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20911.49696,67.86299431,17191.5,40028.1034,98835.0,18.0,170.0,170.0,0.0,170.0,170.0,103149.0,25787.25,48737.79781,98835.0,18.0,0,0,64,176,19.38942695,48.47356736,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49808,80,6,99644,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30.10718157,49822.0,13244.11001,59187.0,40457.0,59187.0,59187.0,0.0,59187.0,59187.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,20.07145438,10.03572719,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49824,80,6,105112,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20520.96811,66.59563133,17518.66667,40995.52151,101174.0,8.0,1092.0,1092.0,0.0,1092.0,1092.0,105112.0,26278.0,49961.75703,101174.0,8.0,0,0,64,176,19.02732324,47.56830809,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49810,80,6,102117,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.37806634,51058.5,12823.38148,60126.0,41991.0,60126.0,60126.0,0.0,60126.0,60126.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.58537756,9.792688779,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49812,80,6,100231,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.93085971,50115.5,8647.208827,56230.0,44001.0,56230.0,56230.0,0.0,56230.0,56230.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.95390648,9.976953238,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49826,80,6,107938,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,19983.69434,64.85204469,17989.66667,42937.31255,105625.0,15.0,401.0,401.0,0.0,401.0,401.0,107938.0,26984.5,52436.10485,105625.0,19.0,0,0,64,176,18.52915563,46.32288907,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49828,80,6,106032,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20342.91535,66.01780595,17672.0,42559.61292,104540.0,10.0,68.0,68.0,0.0,68.0,68.0,106032.0,26508.0,52025.36809,104540.0,10.0,0,0,64,176,18.86223027,47.15557568,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49814,80,6,101612,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.52407196,50806.0,8015.762472,56474.0,45138.0,56474.0,56474.0,0.0,56474.0,56474.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.68271464,9.84135732,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49830,80,6,109351,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,19725.47119,64.01404651,18225.16667,43836.51384,107700.0,10.0,66.0,66.0,0.0,66.0,66.0,109351.0,27337.75,53578.41684,107700.0,10.0,0,0,64,176,18.28972757,45.72431894,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49816,80,6,102323,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.31892145,51161.5,12762.57029,60186.0,42137.0,60186.0,60186.0,0.0,60186.0,60186.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.54594764,9.772973818,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49818,80,6,99620,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30.11443485,49810.0,15825.04976,61000.0,38620.0,61000.0,61000.0,0.0,61000.0,61000.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,20.0762899,10.03814495,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49832,80,6,111362,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,19369.2642,62.85806649,18560.33333,44125.32517,108609.0,15.0,113.0,113.0,0.0,113.0,113.0,111362.0,27840.5,53859.12076,108609.0,15.0,0,0,64,176,17.95944757,44.89861892,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49836,80,6,102104,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,21125.51908,68.55754917,17017.33333,39535.66403,97648.0,13.0,86.0,86.0,0.0,86.0,86.0,102104.0,25526.0,48122.79628,97648.0,14.0,0,0,64,176,19.58787119,48.96967798,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49820,80,6,101137,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.66273471,50568.5,13200.9765,59903.0,41234.0,59903.0,59903.0,0.0,59903.0,59903.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.77515647,9.887578235,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49834,80,6,115982,2,5,78.0,2063.0,78,0,39.0,55.15432893,2063,0,412.6,922.6016475,18459.761,60.35419289,19330.33333,41420.38149,103443.0,9.0,10827.0,10827.0,0.0,10827.0,10827.0,115982.0,28995.5,49975.01759,103443.0,9.0,0,0,64,176,17.24405511,43.11013778,0,2063,267.625,725.9543349,527009.6964,0,1,0,0,0,0,2,305.8571429,39.0,412.6,2,78,5,2063,0,57,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49822,80,6,100734,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.78140449,50367.0,7936.566512,55979.0,44755.0,55979.0,55979.0,0.0,55979.0,55979.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.85426966,9.92713483,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49838,80,6,106777,2,5,213.0,1944.0,213,0,106.5,150.6137444,1944,0,388.8,869.3832297,20200.97961,65.55718928,17796.16667,42220.75926,103954.0,12.0,109.0,109.0,0.0,109.0,109.0,106777.0,26694.25,51521.83518,103954.0,12.0,0,0,64,176,18.73062551,46.82656377,0,1944,269.625,680.6429602,463274.8393,0,1,0,0,0,0,2,308.1428571,106.5,388.8,2,213,5,1944,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49824,80,6,100897,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.73329237,50448.5,14544.47938,60733.0,40164.0,60733.0,60733.0,0.0,60733.0,60733.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.82219491,9.911097456,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49840,80,6,107177,2,5,78.0,2063.0,78,0,39.0,55.15432893,2063,0,412.6,922.6016475,19976.30089,65.31252041,17862.83333,37513.38841,93827.0,16.0,12080.0,12080.0,0.0,12080.0,12080.0,107177.0,26794.25,45119.1637,93827.0,16.0,0,0,64,176,18.66072012,46.65180029,0,2063,267.625,725.9543349,527009.6964,0,1,0,0,0,0,2,305.8571429,39.0,412.6,2,78,5,2063,0,57,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
49826,80,6,101620,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29.52174769,50810.0,9268.755688,57364.0,44256.0,57364.0,57364.0,0.0,57364.0,57364.0,0.0,0.0,0.0,0.0,0.0,0,0,64,32,19.68116512,9.840582562,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,1,0,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
